Disponibilité intérieure,Aliments pour animaux,Semences,Pertes,Traitement,Nourriture,Autres utilisations (non alimentaire)
294.0,,,,,38.0,256.0
12.0,,,,4.0,7.0,
516.0,,,41.0,31.0,443.0,
,,,,,,
356.0,,,11.0,345.0,,
,,,,,,
139.0,28.0,,,103.0,8.0,
162.0,,,,13.0,99.0,50.0
2.0,,,,,2.0,
45.0,,,,2.0,14.0,29.0
,,,,,,
,,,,,,
8.0,,,,,8.0,
11.0,,,,,11.0,
227.0,,,,,80.0,147.0
7.0,,,,,7.0,
69.0,,,,,3.0,66.0
1.0,,,,,,1.0
13.0,1.0,,,,10.0,2.0
,,,,,,
62.0,,,5.0,,58.0,
,,,,,,
1.0,,,,,,1.0
,,,,,,
2595.0,305.0,,34.0,,2192.0,63.0
711.0,,,83.0,,634.0,
27.0,24.0,1.0,1.0,,2.0,
1.0,,,,,,1.0
2161.0,1157.0,9.0,51.0,679.0,105.0,160.0
11.0,,,,,11.0,
2.0,2.0,,1.0,,,
,,,,,,
4.0,,,,,4.0,
59.0,,,1.0,,58.0,
130.0,,5.0,,,125.0,
101.0,,,16.0,,85.0,
6.0,,,,,6.0,
225.0,,,5.0,,219.0,
758.0,561.0,26.0,24.0,143.0,3.0,
,,,,,,
7.0,,,,,7.0,
,,,,,,
25.0,,,,,25.0,
2.0,,,,,2.0,
2.0,,,,,,2.0
10.0,1.0,,,5.0,3.0,
20.0,14.0,1.0,1.0,,4.0,
35.0,,,,,35.0,
7.0,,,,,7.0,
61.0,25.0,,,,37.0,
1.0,,,,,1.0,
455.0,,,33.0,12.0,411.0,
712.0,8.0,51.0,48.0,48.0,496.0,61.0
,,,,,,
390.0,,,1.0,314.0,74.0,
36.0,,,,4.0,31.0,1.0
237.0,119.0,7.0,6.0,,103.0,1.0
145.0,80.0,4.0,,43.0,17.0,
10.0,10.0,,,,,
426.0,3.0,,,,336.0,87.0
3401.0,,,,3401.0,,
,,,,,,
2.0,,,,,2.0,
4.0,,,,,4.0,
178.0,,,15.0,,162.0,
10.0,,,,,10.0,
146.0,,,,,146.0,
447.0,,,,,447.0,
169.0,,,,11.0,158.0,
12.0,,,,,12.0,
278.0,,,,9.0,269.0,
5.0,,,,,5.0,
35.0,,,,,19.0,16.0
4.0,,,,,4.0,
,,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
5.0,3.0,,,,1.0,
9.0,,,,,9.0,
,,,,,,
30.0,,,,,30.0,
522.0,,,,,522.0,
3484.0,591.0,142.0,71.0,323.0,2093.0,264.0
92.0,,,,,92.0,
,,,,,,
3.0,,,,,3.0,
,,,,,,
5.0,,,,,5.0,
,,,,,,
,,,,,,
,,,,,,
10.0,3.0,,,,7.0,
1.0,,,,,1.0,
9.0,,,,,9.0,
12.0,,,,,12.0,
399.0,,,17.0,,382.0,1.0
,,,,,,
,,,,,,
43.0,31.0,2.0,,10.0,,
33.0,14.0,,,19.0,,
,,,,,,
12.0,1.0,2.0,,,9.0,
3.0,,,,,,3.0
5.0,,,,,4.0,1.0
,,,,,,
2.0,,,,,2.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
46.0,,,,,6.0,40.0
,,,,,,
3.0,,,,,3.0,
,,,,,,
13.0,,,,,12.0,1.0
,,,,,,
1944.0,512.0,,,,1431.0,
1030.0,32.0,,36.0,,961.0,1.0
8.0,8.0,,,,,
,,,,,,
372.0,163.0,1.0,6.0,24.0,125.0,51.0
3.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
29.0,,,,,29.0,
90.0,,5.0,,,77.0,7.0
161.0,,,9.0,,152.0,
2.0,,,,1.0,1.0,
37.0,,,1.0,,36.0,
822.0,682.0,73.0,9.0,57.0,,1.0
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
20.0,12.0,,,8.0,,
12.0,12.0,,,,,
2.0,,,,,2.0,
,,,,,,
17.0,,,,,17.0,
,,,,,,
203.0,,,70.0,,132.0,
1012.0,37.0,196.0,6.0,10.0,695.0,68.0
,,,,,,
162.0,,,3.0,22.0,135.0,2.0
21.0,,,1.0,,19.0,1.0
2.0,,,,,2.0,
12.0,11.0,,1.0,,,
,,,,,,
162.0,,,,,162.0,
188.0,4.0,,1.0,107.0,,76.0
,,,,,,
2.0,,,,,2.0,
454.0,,,1.0,,453.0,
71.0,,,,,71.0,
125.0,,,,,119.0,6.0
2.0,,,,,2.0,
99.0,,,,,99.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
12.0,,,,,10.0,1.0
1.0,,,,,1.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
29.0,,,,,15.0,14.0
14.0,,,,,4.0,10.0
,,,,,,
2.0,,,,,2.0,
,,,,,,
13.0,,,,,13.0,
3.0,,,,,3.0,
3.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
6.0,,,,,3.0,3.0
1.0,,,,,1.0,1.0
22.0,,,,,19.0,3.0
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
3.0,,,,,2.0,2.0
,,,,,,
,,,,,,
1.0,,,,,,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
60.0,1.0,,,,39.0,19.0
40.0,,,1.0,,37.0,2.0
,,,,,,
1.0,,,,,1.0,
2.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,1.0,5.0
1.0,,,,,1.0,
3.0,,,,,2.0,
2.0,,,,,2.0,
,,,,,,
23.0,,,,,23.0,
1.0,,,,,1.0,
23.0,,,1.0,,20.0,2.0
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,5.0,
,,,,,,
15.0,,,,,15.0,
7.0,,,,,3.0,4.0
,,,,,,
3.0,,,,,2.0,
11.0,,,,1.0,9.0,1.0
,,,,,,
,,,,,,
11.0,,,,,11.0,
58.0,,,,58.0,,
,,,,,,
1.0,,,,,1.0,
10.0,,,,,9.0,1.0
2.0,,,,,2.0,
19.0,,,,,8.0,11.0
20.0,,,,,12.0,8.0
24.0,,,,,17.0,7.0
,,,,,,
3.0,,,,,2.0,1.0
1.0,,,,,1.0,
93.0,,,,,93.0,
7.0,,,,,7.0,
,,,,,,
5.0,,,,,5.0,
186.0,,,19.0,,168.0,
,,,,,,
36.0,,3.0,1.0,28.0,5.0,
,,,,,,
774.0,,,77.0,,697.0,
31.0,,,,,31.0,
2.0,,,,,2.0,
3497.0,,41.0,221.0,,2736.0,500.0
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
60.0,,,3.0,,57.0,
140.0,,,2.0,132.0,6.0,
179.0,,,,,179.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
356.0,,,,210.0,144.0,2.0
2.0,,,,,2.0,
2616.0,,,260.0,,2356.0,
,,,,,,
370.0,,5.0,11.0,354.0,,
37.0,,1.0,1.0,35.0,,
,,,,,,
21.0,,,,,21.0,1.0
52.0,,3.0,3.0,,47.0,
8.0,,,,,2.0,7.0
5.0,,,,,5.0,1.0
13.0,,,,,13.0,
,,,,,,
25.0,,,,,22.0,2.0
105.0,,,,,105.0,
,,,,,,
1278.0,,,,,550.0,728.0
8.0,,,,,,8.0
368.0,,,,,288.0,80.0
3.0,,,,,3.0,
5.0,,,,,5.0,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,,1.0
4283.0,545.0,,307.0,,3431.0,
2852.0,,,269.0,,2583.0,
616.0,4.0,3.0,31.0,,578.0,
147.0,,,,,23.0,124.0
1948.0,1700.0,13.0,97.0,,125.0,13.0
,,,,,,
13.0,,1.0,,,12.0,
,,,,,,
,,,,,,
116.0,,,9.0,,109.0,
392.0,,27.0,39.0,,326.0,
1528.0,,,76.0,,1452.0,
,,,,,,
128.0,,,6.0,,121.0,
,,,,,,
,,,,,,
61.0,,,3.0,,58.0,
260.0,,,26.0,,234.0,
94.0,,,,,94.0,
124.0,,,2.0,,121.0,
,,,,,,
7.0,,,,6.0,,
403.0,,,,,403.0,
2546.0,,,,,2546.0,
126.0,11.0,,,,115.0,
118.0,44.0,,,,74.0,
,,,,,,
148.0,,,,,148.0,
8572.0,,444.0,860.0,,7266.0,1.0
,,,,,,
41.0,,,,,41.0,
30432.0,1031.0,788.0,1718.0,,26892.0,4.0
,,,,,,
103.0,,2.0,5.0,,95.0,
,,,,,,
1397.0,,,,,853.0,543.0
266.0,,,,,266.0,
4434.0,,,4.0,4130.0,300.0,
13.0,,1.0,1.0,12.0,,
77.0,,,2.0,,76.0,
274.0,,,27.0,,246.0,
208.0,,,,,208.0,
201.0,,,,,201.0,
,,,,,,
220.0,,,,,220.0,
16.0,,,,,16.0,
,,,,,,
306.0,,,,,306.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
,,,,,,
16.0,,,,,15.0,2.0
23.0,1.0,,,,19.0,3.0
2.0,,,,,1.0,2.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
3.0,,,,,2.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
2.0,,,,,1.0,1.0
,,,,,,
4.0,,,,,1.0,4.0
1.0,,,,,,
5.0,,,,,7.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,,
,,,,,,
,,,,,,
3.0,,,,,2.0,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
37.0,3.0,,,,31.0,2.0
17.0,,,,,17.0,
1.0,,,,,1.0,
,,,,,,
31.0,27.0,,1.0,,3.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,1.0,1.0
4.0,,1.0,,,3.0,
2.0,,,,,2.0,
,,,,,,
9.0,,,,,8.0,1.0
2.0,,,,2.0,,
1.0,,,,,1.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
3.0,,,,,3.0,
7.0,,,,,7.0,
,,,,,,
4.0,,,,,4.0,
15.0,,,,,14.0,1.0
,,,,,,
2.0,,,,,2.0,
5.0,,,,,4.0,1.0
,,,,,,
21.0,,,,21.0,,
,,,,,,
18.0,,,1.0,,16.0,2.0
173.0,,,,173.0,,
,,,,,,
,,,,,,
2.0,,,,,1.0,
1.0,,,,,1.0,
4.0,,,,,4.0,
5.0,,,,,2.0,3.0
15.0,,,,,12.0,3.0
,,,,,,
3.0,,,,,2.0,
,,,,,,
36.0,,,,,36.0,
,,,,,,
97.0,,,,,,97.0
-4.0,,,,,,
38.0,,,8.0,,30.0,
1.0,,,,,1.0,
12.0,,,,9.0,3.0,
92.0,89.0,1.0,,,2.0,
47.0,,,,,47.0,
16.0,,,,,16.0,
79.0,,,,,78.0,1.0
837.0,,,,,837.0,
4293.0,1000.0,38.0,28.0,1608.0,1243.0,375.0
38.0,,,,,19.0,19.0
15.0,,,,,15.0,
83.0,,,,,83.0,
3.0,,,,,3.0,
23.0,,,1.0,,22.0,
33.0,,,,,33.0,
23.0,,,,,23.0,
187.0,,,,,107.0,80.0
123.0,116.0,6.0,1.0,,1.0,
3.0,,,,,2.0,
447.0,,,,,42.0,405.0
4.0,,,,,4.0,
284.0,,,19.0,32.0,233.0,
,,,,,,
1657.0,250.0,,41.0,1362.0,5.0,
,,,,,,
107.0,,,,12.0,,95.0
267.0,38.0,,,,120.0,109.0
6.0,,,,,6.0,
150.0,,,,67.0,21.0,62.0
,,,,,,
6.0,,,,,4.0,2.0
14.0,,,,,14.0,
15.0,,,,,9.0,6.0
307.0,,,,,10.0,297.0
38.0,,,,,18.0,20.0
490.0,,,,,78.0,411.0
12.0,,,,,8.0,4.0
62.0,10.0,,,,47.0,5.0
,,,,,,
162.0,,,,,21.0,141.0
8.0,,,,,8.0,
2.0,,,,,,2.0
,,,,,,
3513.0,885.0,,,,2623.0,165.0
1466.0,173.0,,185.0,,1155.0,
6.0,5.0,,,,2.0,
14.0,13.0,,,,,
1895.0,980.0,22.0,8.0,,25.0,860.0
7.0,,,,,7.0,
17.0,17.0,,,,,
,,,,,,
42.0,,,,,42.0,
78.0,,,1.0,,79.0,
162.0,,18.0,5.0,,140.0,
43.0,,,8.0,,35.0,
6.0,,,,,6.0,
83.0,,,2.0,,81.0,
1302.0,917.0,7.0,34.0,334.0,4.0,5.0
,,,,,,
15.0,,,,,15.0,
1.0,1.0,,,,,
81.0,,,,,81.0,
1.0,,,,,1.0,
,,,,,,
431.0,111.0,1.0,,315.0,,3.0
114.0,93.0,,,,20.0,
73.0,,,,,73.0,
7.0,,,,,7.0,
60.0,11.0,,,,49.0,
2.0,,,,,2.0,
346.0,1.0,,2.0,76.0,267.0,
1865.0,600.0,60.0,157.0,,1037.0,11.0
2.0,2.0,,,,,
108.0,,,5.0,24.0,79.0,
162.0,64.0,,1.0,,96.0,1.0
81.0,74.0,,,,7.0,
162.0,61.0,,9.0,91.0,1.0,
22.0,22.0,,,,,
552.0,,,,20.0,533.0,
5085.0,,,35.0,5000.0,,50.0
,,,,,,
2.0,,,,2.0,,
5.0,,,,,5.0,
338.0,,,14.0,,324.0,
15.0,,,,,15.0,
174.0,,,,,174.0,
429.0,,,,,429.0,
143.0,,,,8.0,135.0,
23.0,,,,,24.0,
305.0,,,,,305.0,
7.0,,,,,7.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
3.0,,,1.0,,2.0,
3.0,1.0,,1.0,,2.0,
,,,,,,
14.0,,,,,12.0,2.0
20.0,,,,,18.0,2.0
2.0,,,,,2.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
2.0,,,,,1.0,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,2.0,
5.0,,,,,4.0,
2.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,1.0,1.0
,,,,,,
,,,,,,
,,,,,,
27.0,,,,,27.0,
14.0,,,,,13.0,1.0
,,,,,,
,,,,,,
62.0,45.0,1.0,5.0,,11.0,1.0
,,,,,,
,,,,,,
2.0,,,,,1.0,1.0
2.0,,,,,2.0,
2.0,,1.0,,,2.0,
1.0,,,,,1.0,
,,,,,,
41.0,,,12.0,,29.0,
3.0,,,,3.0,,
,,,,,,
19.0,,,,,19.0,
,,,,,,
3.0,,,,,,3.0
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
142.0,,,,,2.0,141.0
,,,,,,
,,,,,,
5.0,,,,,5.0,
,,,,,,
,,,,,,
12.0,,,1.0,,9.0,1.0
4.0,,,,4.0,1.0,
19.0,18.0,,,,2.0,
15.0,,,1.0,,14.0,1.0
1078.0,,,,1078.0,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,1.0
6.0,,,,,6.0,
16.0,,,,,9.0,7.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
7.0,,,,,4.0,3.0
1.0,,,,,,1.0
,,,,,,
1.0,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,1.0,
,,,,,,
6.0,,,,,6.0,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
12.0,,,,,6.0,6.0
12.0,,,,,9.0,4.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,,1.0
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
-14.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,1.0,,,,1.0,
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
4.0,,,,,1.0,3.0
,,,,,,
1.0,,,,,1.0,
1.0,,,,,,
,,,,,,
2.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
2.0,,,,,2.0,
2.0,,,,,2.0,
4.0,,,,,2.0,2.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
39.0,,,,,39.0,
-10.0,,,,,,
7.0,,,,,,7.0
3.0,,,,,3.0,
47.0,,,5.0,,42.0,
,,,,,,
10.0,,1.0,1.0,2.0,6.0,
10.0,,1.0,,,9.0,
63.0,12.0,,25.0,,27.0,
352.0,25.0,,70.0,,257.0,
1.0,,,,,1.0,
366.0,,,,,366.0,
583.0,,19.0,31.0,,533.0,
7.0,,,,,7.0,
,,,,,,
29.0,,,,,29.0,
,,,,,,
25.0,,,3.0,,22.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
29.0,,2.0,3.0,,24.0,
,,,,,,
8.0,,,,,8.0,
14.0,,,,,14.0,
87.0,,,8.0,,79.0,
,,,,,,
1.0,,,,,1.0,
70.0,,3.0,,66.0,,
148.0,,1.0,,147.0,,
32.0,,,,,30.0,3.0
40.0,,5.0,2.0,,32.0,
4.0,,,,,2.0,3.0
11.0,,,,,11.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
53.0,,,,,21.0,32.0
,,,,,,
5.0,,,,,5.0,
,,,,,,
,,,,,,
541.0,20.0,,30.0,,491.0,
214.0,,,12.0,,202.0,
14.0,,1.0,,,12.0,
264.0,40.0,,37.0,,167.0,21.0
897.0,275.0,19.0,50.0,,415.0,139.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
92.0,,,,,92.0,
72.0,,11.0,6.0,,55.0,
87.0,,,9.0,,79.0,
,,,,,,
290.0,,,35.0,,254.0,
106.0,28.0,8.0,1.0,69.0,,
,,,,,,
9.0,,,,,8.0,
6.0,,1.0,1.0,,4.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,5.0,
8.0,,,,,8.0,
10.0,,,,,10.0,
5.0,,,,,5.0,
,,,,,,
33.0,,,2.0,,31.0,
1083.0,50.0,257.0,86.0,,690.0,
52.0,,10.0,5.0,,37.0,
36.0,,,3.0,13.0,20.0,
314.0,3.0,7.0,12.0,,288.0,5.0
,,,,,,
2247.0,2.0,128.0,,2117.0,,
809.0,789.0,5.0,8.0,,,7.0
344.0,,,,,284.0,60.0
8363.0,,,,8363.0,,
5.0,,,,,5.0,
3.0,,,,,3.0,
61.0,,,5.0,,56.0,
18.0,,,,,18.0,
211.0,,,,,211.0,
95.0,,,,,95.0,
366.0,,,,,366.0,
18.0,,,,,18.0,
9.0,,,,,9.0,
4.0,,,,,4.0,
9.0,,,,,9.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
31.0,27.0,2.0,2.0,,,
25.0,,,2.0,,22.0,
12.0,,,1.0,,11.0,
3.0,,,,,3.0,
215.0,,,,,215.0,
608.0,180.0,15.0,54.0,,358.0,
72.0,,,,,72.0,
5.0,,,,,5.0,
26.0,,,,,26.0,
1.0,,,,,1.0,
8.0,,,,,8.0,
,,,,,,
,,,,,,
3.0,,,,,3.0,
50.0,48.0,,,,2.0,
,,,,,,
35.0,,,,,17.0,19.0
9.0,,,,,9.0,
306.0,,,28.0,69.0,209.0,
,,,,,,
10.0,2.0,,,8.0,,
,,,,,,
50.0,,,,50.0,,
4.0,,,,,3.0,1.0
19.0,,,1.0,,18.0,
6.0,,,,,,6.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,3.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
50.0,,,,,20.0,30.0
,,,,,,
,,,,,,
763.0,57.0,,35.0,,666.0,4.0
714.0,,,65.0,,650.0,
7.0,1.0,,,,5.0,
,,,,,,
1030.0,286.0,8.0,51.0,109.0,296.0,280.0
4.0,,,,,4.0,
,,,,,,
,,,,,,
,,,,,,
6.0,,,,,6.0,
17.0,,1.0,,,17.0,
47.0,,,5.0,,43.0,
1.0,,,,,1.0,
40.0,,,3.0,,37.0,
103.0,65.0,4.0,2.0,21.0,12.0,
2.0,,,,,2.0,
,,,,,,
4.0,,,,,4.0,
28.0,,,,,28.0,
,,,,,,
1.0,1.0,,,,,
5.0,,,,,4.0,
4.0,,,,,4.0,
1.0,,,,,1.0,
8.0,2.0,,,,6.0,
,,,,,,
100.0,,,6.0,6.0,88.0,
397.0,55.0,42.0,8.0,,291.0,1.0
40.0,,,2.0,7.0,32.0,
7.0,,,,,7.0,
14.0,7.0,1.0,1.0,,5.0,
20.0,,,1.0,14.0,6.0,
,,,,,,
133.0,,,,1.0,57.0,76.0
,,,,,,
,,,,,,
,,,,,,
77.0,,,3.0,,74.0,
2.0,,,,,2.0,
35.0,,,,,35.0,
36.0,,,,,36.0,
51.0,,,,,50.0,
,,,,,,
8.0,,,1.0,,7.0,
1.0,,,,,1.0,
8.0,,,,,8.0,
,,,,,,
1.0,,,,,,1.0
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
6.0,,,,,6.0,
1.0,,,,,1.0,
76.0,,,,,76.0,
84.0,,,7.0,,77.0,
1.0,,,,,1.0,
44.0,,,,,44.0,
2.0,,,,,2.0,
,,,,,,
6.0,,,,,6.0,
,,,,,,
,,,,,,
,,,,,,
10.0,,,,,10.0,
,,,,,,
12.0,,,,,12.0,
1.0,,,,,1.0,
83.0,,,1.0,,82.0,
,,,,,,
,,,,,,
1.0,,,,1.0,,
1.0,,,,1.0,,
8.0,,,,,2.0,6.0
7.0,,,,,7.0,
3.0,,,,,2.0,
2.0,,,,,2.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
18.0,,,,,18.0,
,,,,,,
,,,,,,
262.0,16.0,,8.0,,238.0,
71.0,,,4.0,,67.0,
4.0,,,,,4.0,
,,,,,,
102.0,8.0,2.0,14.0,,78.0,
,,,,,,
2.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
5.0,,,,,4.0,
6.0,,,,,6.0,
,,,,,,
25.0,,,,,25.0,
21.0,,,,14.0,4.0,3.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
6.0,,,,,6.0,
,,,,,,
11.0,,,,,11.0,
27.0,,,1.0,,26.0,
100.0,,,12.0,,88.0,
2.0,,,,,2.0,
15.0,,,,,14.0,
3.0,,,,,3.0,
2.0,,,,,2.0,
54.0,,1.0,4.0,7.0,41.0,
75.0,,,,,51.0,24.0
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,2.0,
6.0,,,,,6.0,
8.0,,,,,8.0,
16.0,,,,,16.0,
2.0,,,,,2.0,
11.0,,,,,11.0,
23.0,,,,,23.0,
5.0,,,,,5.0,
4.0,,,,,4.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
3.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
2.0,,,,,2.0,
1.0,,,,,1.0,
4.0,,,,,4.0,
18.0,,,,,18.0,
,,,,,,
,,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
4.0,,,,,4.0,
,,,,,,
1.0,1.0,,,,1.0,
,,,,,,
13.0,,,,,8.0,4.0
1.0,,,,,1.0,
15.0,,,,,14.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,1.0,3.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,3.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,,,,,29.0,1.0
31.0,,,1.0,,30.0,
,,,,,,
4.0,,,,,3.0,1.0
5.0,,,,,5.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
9.0,,1.0,1.0,,7.0,
5.0,,,,,5.0,
,,,,,,
7.0,,,,,7.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,1.0,,,,,
,,,,,,
1.0,,,,,1.0,
9.0,,,,,9.0,
2.0,,,,,2.0,
,,,,,,
3.0,,,,,3.0,
5.0,,,,,5.0,
1.0,,,,,,
1.0,,,,,1.0,
44.0,7.0,,2.0,,32.0,3.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
14.0,,,,,12.0,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
3.0,,,,,3.0,
26.0,,,,,26.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
761.0,,,,,465.0,296.0
,,,,,,
9559.0,,,,,,9559.0
,,,,,,
2449.0,,,492.0,,1958.0,
1.0,,,,,1.0,
169.0,,3.0,5.0,155.0,6.0,
472.0,,21.0,14.0,,437.0,
6850.0,,,1042.0,,5808.0,
-1.0,,,,,,
99.0,1.0,,,,97.0,
13474.0,,,,,13474.0,
12059.0,600.0,231.0,607.0,,10620.0,1.0
719.0,,,,,719.0,
-3.0,,,,,,
660.0,,,,,660.0,
8.0,,,,,8.0,
1084.0,,,182.0,,902.0,
2899.0,,,282.0,27.0,2590.0,
126.0,,,,,125.0,1.0
,,,,,,
214.0,29.0,3.0,2.0,,180.0,
1.0,,,,,1.0,
142.0,,,,,134.0,8.0
244.0,,,33.0,,210.0,
6027.0,,,1367.0,,4668.0,
-4.0,,,,,,
85.0,,,,82.0,3.0,
2144.0,,56.0,,1671.0,,416.0
125.0,,1.0,,114.0,10.0,
1395.0,,,,,595.0,800.0
3457.0,,133.0,105.0,,3220.0,
108.0,,,,2.0,,115.0
267.0,,,,,267.0,
4.0,,,,,4.0,
72.0,,,,,72.0,
2.0,,,,,2.0,
40.0,,,,,,40.0
66.0,,,,,66.0,
375.0,,,,,368.0,8.0
297.0,,,,,,297.0
5702.0,,,,,2713.0,2990.0
15.0,,,,,15.0,
1.0,,,,,1.0,
71.0,,,,,71.0,
,,,,,,
6.0,6.0,,,,,
245.0,86.0,13.0,29.0,,117.0,
33542.0,1898.0,,1634.0,,29910.0,100.0
6074.0,,5.0,730.0,,5350.0,
28.0,,3.0,,,27.0,
21279.0,10684.0,,2123.0,,7275.0,1196.0
54737.0,40487.0,386.0,8145.0,108.0,5612.0,
18.0,,,,,18.0,
5.0,5.0,,,,,
,,,,,,
